Trial:	Sub01BicepCurl_geomagnetic_rotation_vector_t3.txt
Phone/Tablet Model:	HUAWEI BLN-L24
Sensor Information
Name:	huawei geomagnetic Rotation Vector
Maximum Range:	1.0 
Resolution:	5.9604645E-8 

Generated by SensorData, Version1.5.2
Author: Vipul Lugade
Email: SensorDataHelp@gmail.com
Website: www.matlabgeeks.com

Time	X*sin(θ/2)	Y*sin(θ/2)	Z*sin(θ/2)	cos(θ/2)
1512060074615	-0.024282999336719513	-0.1482280045747757	-0.9468169808387756	0.28456100821495056
1512060074627	-0.02483999915421009	-0.15161599218845367	-0.9465230107307434	0.2837049961090088
1512060074635	-0.025892000645399094	-0.15490399301052094	-0.9462540149688721	0.28272899985313416
1512060074646	-0.02772899903357029	-0.1575320065021515	-0.9461359977722168	0.2814970016479492
1512060074655	-0.02996099926531315	-0.15998999774456024	-0.9460669755935669	0.2801100015640259
1512060074668	-0.03188600018620491	-0.1620129942893982	-0.946008026599884	0.27893000841140747
1512060074675	-0.03317200019955635	-0.16408099234104156	-0.9459589719772339	0.27773499488830566
1512060074689	-0.0339989997446537	-0.16508400440216064	-0.9461029767990112	0.27654799818992615
1512060074695	-0.034890998154878616	-0.16561299562454224	-0.9463189840316772	0.2753799855709076
1512060074708	-0.035836998373270035	-0.16606800258159637	-0.9465439915657043	0.2742069959640503
1512060074715	-0.036389000713825226	-0.1659809947013855	-0.9468860030174255	0.2730039954185486
1512060074728	-0.036240000277757645	-0.16538399457931519	-0.9473069906234741	0.2719230055809021
1512060074735	-0.03579900041222572	-0.1632869988679886	-0.9479659795761108	0.2709529995918274
1512060074748	-0.03528299927711487	-0.16037799417972565	-0.948760986328125	0.2699730098247528
1512060074755	-0.035443998873233795	-0.15751799941062927	-0.9495329856872559	0.2689189910888672
1512060074768	-0.035273000597953796	-0.15502800047397614	-0.9502049684524536	0.2680149972438812
1512060074775	-0.03488700091838837	-0.15174800157546997	-0.9509940147399902	0.26714301109313965
1512060074788	-0.03415200114250183	-0.14786399900913239	-0.9518640041351318	0.26631399989128113
1512060074795	-0.0330130010843277	-0.143654003739357	-0.9527469873428345	0.2656030058860779
1512060074808	-0.03216699883341789	-0.1398629993200302	-0.9534760117530823	0.26511499285697937
1512060074815	-0.03116299957036972	-0.1367889940738678	-0.9541069865226746	0.26456698775291443
1512060074828	-0.03032599948346615	-0.1346530020236969	-0.954617977142334	0.2639180123806
1512060074835	-0.029665999114513397	-0.13324199616909027	-0.9550099968910217	0.2632879912853241
1512060074848	-0.028862999752163887	-0.13178899884223938	-0.9554160237312317	0.2626349925994873
1512060074855	-0.028169000521302223	-0.130839005112648	-0.9557669758796692	0.2619059979915619
1512060074868	-0.026541000232100487	-0.12705400586128235	-0.9565449953079224	0.2610990107059479
1512060074875	-0.025150999426841736	-0.12352199852466583	-0.9571139812469482	0.2608470022678375
1512060074888	-0.023482000455260277	-0.12008000165224075	-0.9576650261878967	0.26058900356292725
1512060074901	-0.02113400027155876	-0.11718299984931946	-0.9581159949302673	0.26044899225234985
1512060074913	-0.01828400045633316	-0.11372800171375275	-0.9586089849472046	0.2603819966316223
1512060074918	-0.015421999618411064	-0.11050599813461304	-0.9590640068054199	0.2602800130844116
1512060074928	-0.013016000390052795	-0.10732799768447876	-0.9595000147819519	0.2601329982280731
1512060074935	-0.010920999571681023	-0.10513699799776077	-0.9597659707069397	0.2601430118083954
1512060074948	-0.009321999736130238	-0.10335899889469147	-0.9600070118904114	0.26003000140190125
1512060074955	-0.007887999527156353	-0.10204900056123734	-0.9602050185203552	0.2598640024662018
1512060074967	-0.006744000129401684	-0.10184600204229355	-0.9602959752082825	0.2596369981765747
1512060074975	-0.0061900001019239426	-0.1023780032992363	-0.960303008556366	0.25941699743270874
1512060074987	-0.006281000096350908	-0.10390099883079529	-0.9602140188217163	0.2591409981250763
1512060074995	-0.006341000087559223	-0.10597600042819977	-0.9600440263748169	0.25892800092697144
1512060075008	-0.006858000066131353	-0.10823599994182587	-0.959854006767273	0.2586840093135834
1512060075015	-0.0077599999494850636	-0.11091399937868118	-0.9596520066261292	0.2582719922065735
1512060075028	-0.009151999838650227	-0.1140580028295517	-0.9593459963798523	0.25799301266670227
1512060075035	-0.010917999781668186	-0.1176529973745346	-0.9589499831199646	0.25778400897979736
1512060075048	-0.012986999936401844	-0.12144400179386139	-0.9585099816322327	0.2575640082359314
1512060075055	-0.014793000183999538	-0.12512199580669403	-0.958092987537384	0.2572599947452545
1512060075068	-0.016327999532222748	-0.1283169984817505	-0.9577019810676575	0.25704801082611084
1512060075075	-0.017700999975204468	-0.13102099299430847	-0.9573339819908142	0.25696298480033875
1512060075088	-0.018837999552488327	-0.13332599401474	-0.9569630026817322	0.257081001996994
1512060075095	-0.020207999274134636	-0.1350110024213791	-0.956633985042572	0.25731799006462097
1512060075108	-0.02116600051522255	-0.13601699471473694	-0.9563649892807007	0.25771400332450867
1512060075115	-0.022053999826312065	-0.1368589997291565	-0.9560570120811462	0.25833600759506226
