Trial:	Sub01BicepCurl_geomagnetic_rotation_vector_t2.txt
Phone/Tablet Model:	HUAWEI BLN-L24
Sensor Information
Name:	huawei geomagnetic Rotation Vector
Maximum Range:	1.0 
Resolution:	5.9604645E-8 

Generated by SensorData, Version1.5.2
Author: Vipul Lugade
Email: SensorDataHelp@gmail.com
Website: www.matlabgeeks.com

Time	X*sin(θ/2)	Y*sin(θ/2)	Z*sin(θ/2)	cos(θ/2)
1512060030332	0.0023189999628812075	-0.16089899837970734	-0.9506419897079468	0.26530200242996216
1512060030352	0.004153000190854073	-0.1606619954109192	-0.9501330256462097	0.26723700761795044
1512060030360	0.006149000022560358	-0.1602959930896759	-0.9496560096740723	0.26910799741744995
1512060030369	0.008360999636352062	-0.16017599403858185	-0.9491360187530518	0.27094900608062744
1512060030375	0.010470000095665455	-0.16043399274349213	-0.9485440254211426	0.27278900146484375
1512060030387	0.012138999998569489	-0.161190003156662	-0.9478939771652222	0.27452799677848816
1512060030392	0.013499000109732151	-0.16218499839305878	-0.9471979737281799	0.27627500891685486
1512060030407	0.014498000033199787	-0.16339199244976044	-0.9464399814605713	0.2781049907207489
1512060030414	0.01515199989080429	-0.16462500393390656	-0.9456740021705627	0.2799449861049652
1512060030427	0.015845999121665955	-0.16577599942684174	-0.9449300169944763	0.2817310094833374
1512060030432	0.016493000090122223	-0.16616199910640717	-0.9443269968032837	0.28348401188850403
1512060030446	0.0173140000551939	-0.16686700284481049	-0.9436280131340027	0.2853420078754425
1512060030452	0.018516000360250473	-0.16781899333000183	-0.9428470134735107	0.2872850000858307
1512060030466	0.01976099982857704	-0.16841000318527222	-0.942084014415741	0.2893500030040741
1512060030473	0.020733000710606575	-0.16896599531173706	-0.941366970539093	0.2912839949131012
1512060030489	0.021578000858426094	-0.16830499470233917	-0.9409199953079224	0.2930470108985901
1512060030496	0.02221900038421154	-0.1670529991388321	-0.940608024597168	0.29471200704574585
1512060030509	0.02311999909579754	-0.16531699895858765	-0.9403370022773743	0.2964800000190735
1512060030515	0.024313999339938164	-0.1631300002336502	-0.9401009678840637	0.29833999276161194
1512060030532	0.025661999359726906	-0.16077500581741333	-0.9398710131645203	0.3002240061759949
1512060030538	0.027442000806331635	-0.1585869938135147	-0.9395750164985657	0.3021479845046997
1512060030551	0.029255999252200127	-0.15667499601840973	-0.9392269849777222	0.30405399203300476
1512060030557	0.031328000128269196	-0.1549060046672821	-0.9388449788093567	0.30592700839042664
1512060030569	0.03307199850678444	-0.15324999392032623	-0.9384559988975525	0.3077639937400818
1512060030576	0.034258998930454254	-0.15178799629211426	-0.9380810260772705	0.30949899554252625
1512060030587	0.03303400054574013	-0.1508519947528839	-0.9378100037574768	0.3109070062637329
1512060030594	0.031964000314474106	-0.14967399835586548	-0.9381150007247925	0.3106690049171448
1512060030606	0.031015999615192413	-0.14868099987506866	-0.9383879899978638	0.3104169964790344
1512060030612	0.029944999143481255	-0.14815500378608704	-0.9386209845542908	0.3100689947605133
1512060030626	0.029161999002099037	-0.14767000079154968	-0.9388219714164734	0.3097670078277588
1512060030635	0.0288309995085001	-0.14737600088119507	-0.9389320015907288	0.3096030056476593
1512060030647	0.028795000165700912	-0.14666500687599182	-0.9391449689865112	0.3092989921569824
1512060030653	0.028889000415802002	-0.1460389941930771	-0.9393699765205383	0.3089039921760559
1512060030667	0.02891400083899498	-0.1453939974308014	-0.9395830035209656	0.3085559904575348
1512060030672	0.028889000415802002	-0.14485600590705872	-0.9397929906845093	0.3081730008125305
1512060030685	0.028849000111222267	-0.14431799948215485	-0.9400150179862976	0.30775099992752075
1512060030692	0.029123999178409576	-0.14363199472427368	-0.9402289986610413	0.3073909878730774
1512060030705	0.029153000563383102	-0.14282900094985962	-0.940517008304596	0.30687999725341797
1512060030712	0.02947700023651123	-0.14195600152015686	-0.9408599734306335	0.3062039911746979
1512060030725	0.030167000368237495	-0.14103099703788757	-0.9411289691925049	0.30573800206184387
1512060030732	0.030774999409914017	-0.14095300436019897	-0.9412220120429993	0.3054269850254059
1512060030746	0.03153499960899353	-0.14093799889087677	-0.9413520097732544	0.304953008890152
1512060030752	0.03213699907064438	-0.14108599722385406	-0.9415090084075928	0.3043389916419983
1512060030766	0.03322499990463257	-0.1416260004043579	-0.941582977771759	0.3037410080432892
1512060030773	0.03441400080919266	-0.142426997423172	-0.9416170120239258	0.3031280040740967
1512060030786	0.035367999225854874	-0.14306899905204773	-0.9417099952697754	0.30242401361465454
1512060030792	0.03650499880313873	-0.1436769962310791	-0.9417579770088196	0.3018519878387451
1512060030805	0.03772500157356262	-0.14429600536823273	-0.9418339729309082	0.3011690080165863
1512060030812	0.039104998111724854	-0.14510299265384674	-0.9418789744377136	0.3004629909992218
1512060030825	0.04084799811244011	-0.14585700631141663	-0.9418720006942749	0.2998879849910736
1512060030832	0.043233998119831085	-0.1463319957256317	-0.9418429732322693	0.2994140088558197
1512060030846	0.04526799917221069	-0.14664800465106964	-0.9419130086898804	0.2987380027770996
1512060030852	0.04717100039124489	-0.1471180021762848	-0.9419639706611633	0.2980499863624573
1512060030865	0.04925299808382988	-0.14704400300979614	-0.9420719742774963	0.29740798473358154
1512060030872	0.05212099850177765	-0.14646300673484802	-0.942205011844635	0.2967830002307892
1512060030886	0.056021999567747116	-0.14563800394535065	-0.9422619938850403	0.296299010515213
1512060030892	0.06031499803066254	-0.1455570012331009	-0.9421049952507019	0.29599300026893616
1512060030905	0.06451600044965744	-0.14571599662303925	-0.9418730139732361	0.29576799273490906
1512060030912	0.06802000105381012	-0.14592500030994415	-0.9417279958724976	0.29534199833869934
1512060030925	0.07054899632930756	-0.14601999521255493	-0.9416810274124146	0.29485100507736206
1512060030932	0.07146299630403519	-0.14547200500965118	-0.9419019818305969	0.2941940128803253
1512060030945	0.0715939998626709	-0.1444389969110489	-0.9423069953918457	0.2933740019798279
1512060030952	0.07154399901628494	-0.14338399469852448	-0.9427089691162109	0.2926110029220581
