Trial:	Sub01SeatedPull_gravity_t5.txt
Phone/Tablet Model:	HUAWEI BLN-L24
Sensor Information
Name:	huawei gravity
Maximum Range:	9.80665m/s²
Resolution:	0.15328126m/s²

Generated by SensorData, Version1.5.2
Author: Vipul Lugade
Email: SensorDataHelp@gmail.com
Website: www.matlabgeeks.com

Time	X	Y	Z
1512060670702	0.15869998931884766	1.893899917602539	9.620699882507324
1512060670714	0.2524999976158142	1.938499927520752	9.6097993850708
1512060670721	0.33799999952316284	1.994399905204773	9.595699310302734
1512060670733	0.43140000104904175	2.048799991607666	9.580499649047852
1512060670742	0.530299961566925	2.1016998291015625	9.564000129699707
1512060670754	0.6301000118255615	2.145599842071533	9.548199653625488
1512060670761	0.725600004196167	2.167099952697754	9.536600112915039
1512060670774	0.8125	2.180500030517578	9.52649974822998
1512060670781	0.8922999501228333	2.1928999423980713	9.516499519348145
1512060670794	0.9711999893188477	2.204900026321411	9.505999565124512
1512060670801	1.0655999183654785	2.2000999450683594	9.496999740600586
1512060670816	1.191999912261963	2.1850998401641846	9.485400199890137
1512060670821	1.330399990081787	2.1749000549316406	9.469399452209473
1512060670855	1.4563000202178955	2.1868999004364014	9.447999954223633
1512060670864	1.5638999938964844	2.216899871826172	9.423799514770508
1512060670874	1.6601999998092651	2.2627999782562256	9.39639949798584
1512060670879	1.754499912261963	2.3051998615264893	9.36889934539795
1512060670890	1.8427999019622803	2.3367998600006104	9.344099998474121
1512060670896	1.9294999837875366	2.3624000549316406	9.320099830627441
1512060670910	2.0125999450683594	2.375999927520752	9.299099922180176
1512060670923	2.097399950027466	2.380499839782715	9.279199600219727
1512060671015	2.183799982070923	2.387199878692627	9.257499694824219
1512060671022	2.2751998901367188	2.3962998390197754	9.233099937438965
1512060671032	2.3650999069213867	2.406399965286255	9.207900047302246
1512060671041	2.4556000232696533	2.4144999980926514	9.182000160217285
1512060671203	2.446199893951416	2.4240000247955322	9.182000160217285
1512060671231	2.4453999996185303	2.434299945831299	9.179499626159668
1512060671309	2.450399875640869	2.4408998489379883	9.176400184631348
1512060671313	2.450399875640869	2.451900005340576	9.173500061035156
1512060671321	2.446699857711792	2.4689998626708984	9.169899940490723
1512060671325	2.4426000118255615	2.490499973297119	9.16510009765625
1512060671333	2.4442999362945557	2.509899854660034	9.15939998626709
1512060671337	2.4512999057769775	2.5329999923706055	9.151199340820312
1512060671354	2.4629998207092285	2.551300048828125	9.142999649047852
1512060671362	2.4733998775482178	2.5648999214172363	9.136300086975098
1512060671378	2.48009991645813	2.584399938583374	9.128999710083008
1512060671383	2.4804999828338623	2.607300043106079	9.12239933013916
1512060671399	2.4796998500823975	2.628999948501587	9.116399765014648
1512060671406	2.4848999977111816	2.6501998901367188	9.108799934387207
1512060671425	2.500699996948242	2.669100046157837	9.098999977111816
1512060671436	2.525399923324585	2.6873998641967773	9.086799621582031
1512060671464	2.5562000274658203	2.7102999687194824	9.07129955291748
1512060671469	2.5964999198913574	2.739500045776367	9.05109977722168
1512060671608	2.6345999240875244	2.7681000232696533	9.031399726867676
1512060671637	2.6736998558044434	2.8008999824523926	9.009699821472168
1512060671672	2.7129998207092285	2.832199811935425	8.988200187683105
1512060671681	2.7555999755859375	2.8636999130249023	8.96519947052002
1512060671690	2.798799991607666	2.8939998149871826	8.942099571228027
1512060671695	2.835899829864502	2.9214999675750732	8.92140007019043
1512060671707	2.8690998554229736	2.949899911880493	8.901399612426758
1512060671713	2.9072999954223633	2.9766998291015625	8.88010025024414
1512060671725	2.9410998821258545	2.9973998069763184	8.86199951171875
1512060671731	2.97409987449646	3.01419997215271	8.84529972076416
1512060671743	3.0085999965667725	3.0261998176574707	8.829500198364258
1512060671747	3.0418999195098877	3.037099838256836	8.814299583435059
1512060671760	3.071899890899658	3.054499864578247	8.797800064086914
1512060671765	3.0932998657226562	3.071199893951416	8.784599304199219
1512060671775	3.1155998706817627	3.099900007247925	8.766599655151367
1512060671779	3.149099826812744	3.147599935531616	8.737500190734863
1512060671790	3.204699993133545	3.2109999656677246	8.694099426269531
1512060671799	3.273699998855591	3.29259991645813	8.637800216674805
1512060671814	3.3409998416900635	3.392899990081787	8.57289981842041
1512060671833	3.392699956893921	3.507499933242798	8.506199836730957
1512060671844	3.415799856185913	3.624499797821045	8.447699546813965
1512060671849	3.4143998622894287	3.7520999908447266	8.392399787902832
1512060671869	3.400899887084961	3.885199785232544	8.337200164794922
1512060671877	3.3723998069763184	4.032899856567383	8.278399467468262
1512060671915	3.3396999835968018	4.200500011444092	8.208000183105469
1512060671978	3.321699857711792	4.3877997398376465	8.116799354553223
1512060672051	3.3210999965667725	4.59529972076416	8.001399993896484
1512060672080	3.335599899291992	4.824399948120117	7.8592000007629395
1512060672092	3.350099802017212	5.065299987792969	7.69980001449585
1512060672103	3.3616998195648193	5.313299655914307	7.525699615478516
1512060672123	3.364300012588501	5.570199966430664	7.336400032043457
1512060672129	3.3506999015808105	5.82859992980957	7.1392998695373535
1512060672141	3.319899797439575	6.089900016784668	6.932600021362305
1512060672146	3.277899980545044	6.348299980163574	6.717299938201904
1512060672157	3.2338998317718506	6.604399681091309	6.4878997802734375
1512060672162	3.1917998790740967	6.860300064086914	6.238399982452393
1512060672172	3.1554999351501465	7.104499816894531	5.978099822998047
1512060672178	3.140399932861328	7.321099758148193	5.7191996574401855
1512060672191	3.137899875640869	7.524799823760986	5.44980001449585
1512060672196	3.1260998249053955	7.7064995765686035	5.196700096130371
1512060672212	3.0983998775482178	7.860599994659424	4.97790002822876
1512060672217	3.0418999195098877	8.000200271606445	4.786600112915039
1512060672229	2.9659998416900635	8.131699562072754	4.609499931335449
1512060672236	2.8842999935150146	8.262999534606934	4.423999786376953
1512060672249	2.830399990081787	8.392499923706055	4.210000038146973
1512060672264	2.810699939727783	8.519399642944336	3.960899829864502
1512060672284	2.816499948501587	8.635899543762207	3.69569993019104
1512060672295	2.845099925994873	8.729000091552734	3.446499824523926
1512060672315	2.896699905395508	8.795000076293945	3.2288999557495117
1512060672329	2.949199914932251	8.839799880981445	3.054499864578247
1512060672363	2.9902000427246094	8.875699996948242	2.906899929046631
1512060672384	2.997299909591675	8.915900230407715	2.773599863052368
1512060672423	2.984799861907959	8.963399887084961	2.630199909210205
1512060672444	2.9738998413085938	9.011300086975098	2.4739999771118164
1512060672480	2.9784998893737793	9.049200057983398	2.3255999088287354
1512060672515	3.0271999835968018	9.066999435424805	2.189499855041504
1512060672529	3.1194000244140625	9.062399864196777	2.076200008392334
1512060672534	3.235999822616577	9.03969955444336	1.9952999353408813
1512060672545	3.3394999504089355	9.017199516296387	1.9251999855041504
1512060672552	3.4251999855041504	8.999899864196777	1.854699969291687
1512060672564	3.5212998390197754	8.978799819946289	1.7747999429702759
1512060672579	3.6312999725341797	8.95319938659668	1.6799999475479126
1512060672597	3.7338998317718506	8.929200172424316	1.580199956893921
1512060672605	3.8317999839782715	8.903599739074707	1.4876999855041504
1512060672616	3.923999786376953	8.88010025024414	1.3837000131607056
1512060672623	4.001399993896484	8.86609935760498	1.2445999383926392
1512060672640	4.077099800109863	8.854100227355957	1.0724999904632568
1512060672647	4.156099796295166	8.839799880981445	0.8679999709129333
1512060672662	4.24429988861084	8.816100120544434	0.656499981880188
1512060672672	4.328399658203125	8.786799430847168	0.4761999845504761
1512060672698	4.40339994430542	8.755599975585938	0.34369999170303345
1512060672705	4.474100112915039	8.722700119018555	0.257099986076355
1512060672727	4.544300079345703	8.687999725341797	0.19359999895095825
1512060672738	4.614799976348877	8.651700019836426	0.14219999313354492
1512060672790	4.689799785614014	8.61199951171875	0.09399999678134918
1512060672812	4.768699645996094	8.56879997253418	0.05810000002384186
1512060672856	4.8603997230529785	8.51729965209961	0.034199997782707214
1512060672869	4.9544997215271	8.462900161743164	0.028199998661875725
1512060672908	5.030699729919434	8.417900085449219	0.022299999371170998
1512060672930	5.080399990081787	8.387999534606934	0.007400000002235174
1512060672943	5.091099739074707	8.381500244140625	-0.022499999031424522
1512060672950	5.066400051116943	8.396100044250488	-0.07409999519586563
1512060672960	5.029099941253662	8.417499542236328	-0.15230000019073486
1512060672965	5.0183000564575195	8.42199993133545	-0.23589999973773956
1512060672976	5.0355000495910645	8.409500122070312	-0.30489999055862427
1512060672981	5.046999931335449	8.401399612426758	-0.3375999927520752
1512060672993	5.03849983215332	8.406399726867676	-0.3393999934196472
1512060672999	5.0177998542785645	8.41879940032959	-0.33799999952316284
1512060673019	4.98259973526001	8.439199447631836	-0.3495999872684479
1512060673025	4.938600063323975	8.46399974822998	-0.37389999628067017
1512060673036	4.897200107574463	8.486800193786621	-0.4017999768257141
1512060673042	4.8653998374938965	8.504400253295898	-0.4161999821662903
1512060673062	4.845399856567383	8.516799926757812	-0.39399999380111694
1512060673072	4.830100059509277	8.527899742126465	-0.3369999825954437
1512060673081	4.817399978637695	8.53749942779541	-0.2676999866962433
1512060673087	4.802099704742432	8.547699928283691	-0.21529999375343323
1512060673107	4.781199932098389	8.559800148010254	-0.1987999975681305
1512060673118	4.730299949645996	8.587499618530273	-0.21949999034404755
1512060673152	4.648600101470947	8.630199432373047	-0.2802000045776367
1512060673177	4.550899982452393	8.678299903869629	-0.38189998269081116
1512060673254	4.445199966430664	8.725699424743652	-0.5202999711036682
1512060673315	4.341300010681152	8.767399787902832	-0.6740999817848206
1512060673332	4.248799800872803	8.798999786376953	-0.8330999612808228
1512060673337	4.177999973297119	8.81820011138916	-0.9759999513626099
1512060673348	4.128399848937988	8.826700210571289	-1.1023999452590942
1512060673353	4.088599681854248	8.834199905395508	-1.1872999668121338
1512060673363	4.065400123596191	8.836099624633789	-1.2512999773025513
1512060673367	4.036499977111816	8.842700004577637	-1.2969999313354492
1512060673388	3.9995999336242676	8.852700233459473	-1.3421999216079712
1512060673393	3.950899839401245	8.865799903869629	-1.3990999460220337
1512060673410	3.898399829864502	8.877699851989746	-1.469099998474121
1512060673417	3.843599796295166	8.888199806213379	-1.5477999448776245
1512060673435	3.7792999744415283	8.902999877929688	-1.6196999549865723
1512060673444	3.706199884414673	8.924799919128418	-1.6674000024795532
1512060673466	3.6282999515533447	8.952499389648438	-1.6904000043869019
1512060673472	3.5672998428344727	8.977299690246582	-1.688599944114685
1512060673495	3.533799886703491	8.993000030517578	-1.675399899482727
1512060673508	3.5242998600006104	9.000299453735352	-1.6560999155044556
1512060673522	3.517699956893921	9.00629997253418	-1.6373000144958496
1512060673529	3.499699831008911	9.01509952545166	-1.6273999214172363
1512060673564	3.4545998573303223	9.034500122070312	-1.616499900817871
1512060673568	3.3701999187469482	9.071999549865723	-1.5841000080108643
1512060673592	3.279399871826172	9.111800193786621	-1.5458999872207642
1512060673622	3.1885998249053955	9.14900016784668	-1.5159999132156372
1512060673664	3.089200019836426	9.184399604797363	-1.5073999166488647
1512060673671	2.987299919128418	9.214799880981445	-1.5269999504089355
1512060673680	2.8831000328063965	9.244099617004395	-1.5501999855041504
1512060673695	2.776899814605713	9.279799461364746	-1.5307999849319458
1512060673704	2.6782000064849854	9.32129955291748	-1.4526000022888184
1512060673709	2.5946998596191406	9.36609935760498	-1.308899998664856
1512060673722	2.5349998474121094	9.40250015258789	-1.1554999351501465
1512060673728	2.47379994392395	9.435099601745605	-1.0138999223709106
1512060673740	2.419299840927124	9.460599899291992	-0.9014999866485596
1512060673748	2.353600025177002	9.484700202941895	-0.8188999891281128
1512060673759	2.282099962234497	9.505799293518066	-0.7752000093460083
1512060673763	2.2039999961853027	9.524199485778809	-0.7754999995231628
1512060673772	2.1205999851226807	9.539499282836914	-0.818399965763092
1512060673777	2.0292999744415283	9.551400184631348	-0.9065999984741211
1512060673788	1.94159996509552	9.559800148010254	-1.0052999258041382
1512060673795	1.8621999025344849	9.567699432373047	-1.07669997215271
1512060673807	1.7983999252319336	9.573800086975098	-1.1299999952316284
1512060673812	1.73989999294281	9.582399368286133	-1.1485999822616577
1512060673824	1.6682000160217285	9.595499992370605	-1.1456999778747559
1512060673838	1.589900016784668	9.609099388122559	-1.1431000232696533
1512060673854	1.503600001335144	9.62279987335205	-1.1445000171661377
1512060673863	1.430899977684021	9.63029956817627	-1.174399971961975
1512060673878	1.3866000175476074	9.630000114440918	-1.2289999723434448
1512060673883	1.365299940109253	9.625699996948242	-1.2848999500274658
1512060673907	1.3566999435424805	9.623899459838867	-1.306999921798706
1512060673914	1.3672000169754028	9.627599716186523	-1.268399953842163
1512060673935	1.4078999757766724	9.638799667358398	-1.131600022315979
1512060673946	1.4459999799728394	9.651700019836426	-0.9605000019073486
