Trial:	Sub01ShoulderFly_game_rotation_vector_t1.txt
Phone/Tablet Model:	HUAWEI BLN-L24
Sensor Information
Name:	AOSP Game Rotation Vector Sensor
Maximum Range:	1.0 
Resolution:	5.9604645E-8 

Generated by SensorData, Version1.5.2
Author: Vipul Lugade
Email: SensorDataHelp@gmail.com
Website: www.matlabgeeks.com

Time	X*sin(θ/2)	Y*sin(θ/2)	Z*sin(θ/2)	cos(θ/2)
1512060225737	0.10443634539842606	-0.14233896136283875	-0.6926323771476746	0.6993519067764282
1512060225771	0.1040910929441452	-0.1433742642402649	-0.6927008032798767	0.6991241574287415
1512060225789	0.10383759438991547	-0.14470280706882477	-0.6926106810569763	0.6989773511886597
1512060225805	0.10311907529830933	-0.14693105220794678	-0.692274808883667	0.6989516019821167
1512060225819	0.10237245261669159	-0.1494581252336502	-0.6916852593421936	0.6991091966629028
1512060225846	0.10182242095470428	-0.152160182595253	-0.6908103227615356	0.6994717121124268
1512060225871	0.10132265836000443	-0.15446032583713531	-0.6898455619812012	0.6999920606613159
1512060225895	0.10081620514392853	-0.15633971989154816	-0.6889471411705017	0.7005325555801392
1512060225941	0.10065774619579315	-0.15824072062969208	-0.6877776384353638	0.7012773752212524
1512060225959	0.10156869888305664	-0.15966352820396423	-0.6867529153823853	0.7018274664878845
1512060225974	0.10254286229610443	-0.1615382432937622	-0.6854473948478699	0.7025327682495117
1512060225989	0.10558294504880905	-0.1625906527042389	-0.6836735606193542	0.703567385673523
1512060226004	0.11033155769109726	-0.16148360073566437	-0.6813634634017944	0.7053325772285461
1512060226018	0.11417429149150848	-0.16003406047821045	-0.679048478603363	0.7072810530662537
1512060226033	0.11663215607404709	-0.1589089334011078	-0.6770197749137878	0.7090763449668884
1512060226065	0.11779294162988663	-0.1575777381658554	-0.6753863096237183	0.7107372283935547
1512060226080	0.11811137944459915	-0.15683452785015106	-0.6738513112068176	0.7123040556907654
1512060226094	0.1187383234500885	-0.15705467760562897	-0.6721351742744446	0.7137712240219116
