Trial:	Sub01ShoulderFly_gravity_t3.txt
Phone/Tablet Model:	HUAWEI BLN-L24
Sensor Information
Name:	huawei gravity
Maximum Range:	9.80665m/s²
Resolution:	0.15328126m/s²

Generated by SensorData, Version1.5.2
Author: Vipul Lugade
Email: SensorDataHelp@gmail.com
Website: www.matlabgeeks.com

Time	X	Y	Z
1512060321133	0.14729999005794525	2.6691999435424805	9.435199737548828
1512060321140	0.17139999568462372	2.6926000118255615	9.428099632263184
1512060321152	0.17389999330043793	2.711199998855591	9.422800064086914
1512060321161	0.11299999803304672	2.7202999591827393	9.421099662780762
1512060321174	-0.0348999984562397	2.7379000186920166	9.416600227355957
1512060321181	-0.1662999987602234	2.759500026702881	9.408899307250977
1512060321193	-0.2224999964237213	2.774899959564209	9.403200149536133
1512060321201	-0.18119999766349792	2.762500047683716	9.407699584960938
1512060321214	-0.08069999516010284	2.734099864959717	9.417399406433105
1512060321220	0.026599999517202377	2.710599899291992	9.42449951171875
1512060321234	0.13089999556541443	2.687299966812134	9.430299758911133
1512060321240	0.21889999508857727	2.671599864959717	9.433099746704102
1512060321253	0.29009997844696045	2.670300006866455	9.431599617004395
1512060321260	0.35189998149871826	2.6833999156951904	9.425700187683105
1512060321274	0.4193999767303467	2.701900005340576	9.417699813842773
1512060321281	0.4936999976634979	2.722399950027466	9.408199310302734
1512060321294	0.5723999738693237	2.7405998706817627	9.398399353027344
1512060321300	0.6477999687194824	2.7572999000549316	9.388599395751953
1512060321314	0.7109000086784363	2.7804999351501465	9.37720012664795
1512060321321	0.7475999593734741	2.82889986038208	9.359899520874023
1512060321334	0.7188999652862549	2.9412999153137207	9.327400207519531
1512060321340	0.7288999557495117	2.9830000400543213	9.313399314880371
1512060321353	0.8150999546051025	2.9323999881744385	9.32229995727539
1512060321360	0.9472000002861023	2.84689998626709	9.336299896240234
1512060321373	1.080399990081787	2.7816998958587646	9.341499328613281
1512060321380	1.1538000106811523	2.708099842071533	9.354399681091309
1512060321392	1.2156999111175537	2.637699842453003	9.366600036621094
1512060321400	1.2929999828338623	2.5745999813079834	9.373799324035645
1512060321414	1.4406999349594116	2.519199848175049	9.367300033569336
1512060321420	1.6823999881744385	2.4405999183654785	9.347799301147461
1512060321433	1.8980000019073486	2.361299991607666	9.326899528503418
1512060321441	2.0306999683380127	2.302500009536743	9.313599586486816
1512060321453	2.05649995803833	2.291100025177002	9.310799598693848
1512060321460	2.0007998943328857	2.3108999729156494	9.317999839782715
1512060321473	1.9515999555587769	2.332399845123291	9.323100090026855
1512060321481	1.913699984550476	2.3696999549865723	9.321499824523926
1512060321493	1.8865998983383179	2.4052999019622803	9.317899703979492
1512060321500	1.868399977684021	2.428799867630005	9.315499305725098
1512060321515	1.862399935722351	2.4335999488830566	9.315499305725098
1512060321520	1.867799997329712	2.427299976348877	9.315999984741211
1512060321534	1.8920999765396118	2.42330002784729	9.312199592590332
1512060321540	1.9142999649047852	2.4243998527526855	9.30739974975586
1512060321554	1.9440999031066895	2.4194998741149902	9.302399635314941
1512060321561	2.0046000480651855	2.40910005569458	9.2923002243042
1512060321574	2.0981998443603516	2.38100004196167	9.278900146484375
1512060321580	2.243000030517578	2.295300006866455	9.266599655151367
1512060321593	2.345900058746338	2.2804999351501465	9.244699478149414
1512060321601	2.374799966812134	2.36329984664917	9.216499328613281
1512060321613	2.3640999794006348	2.496999979019165	9.184000015258789
1512060321621	2.365999937057495	2.6273999214172363	9.14699935913086
1512060321634	2.4213998317718506	2.739300012588501	9.099599838256836
1512060321640	2.545099973678589	2.826200008392334	9.038999557495117
1512060321654	2.703399896621704	2.9089999198913574	8.966499328613281
1512060321660	2.888700008392334	3.013199806213379	8.873799324035645
1512060321674	3.1089999675750732	3.121799945831299	8.761099815368652
1512060321681	3.3362998962402344	3.2070999145507812	8.645999908447266
1512060321693	3.5515999794006348	3.290299892425537	8.52810001373291
1512060321700	3.747299909591675	3.375999927520752	8.410099983215332
1512060321713	3.9509999752044678	3.4707999229431152	8.277199745178223
1512060321721	4.131799697875977	3.560999870300293	8.1496000289917
1512060321733	4.339200019836426	3.640199899673462	8.005599975585938
1512060321741	4.619100093841553	3.7191998958587646	7.810299873352051
1512060321753	4.962699890136719	3.790799856185913	7.561100006103516
1512060321760	5.339200019836426	3.8557000160217285	7.265999794006348
1512060321774	5.705399990081787	3.9086999893188477	6.952600002288818
1512060321780	6.030699729919434	3.945499897003174	6.650799751281738
1512060321793	6.307699680328369	3.9704999923706055	6.3730998039245605
1512060321801	6.539700031280518	3.9895999431610107	6.122399806976318
1512060321813	6.751199722290039	4.008500099182129	5.8755998611450195
