Trial:	Sub01BenchPress_linear_acceleration_t1.txt
Phone/Tablet Model:	HUAWEI BLN-L24
Sensor Information
Name:	huawei linear Acceleration
Maximum Range:	78.4532m/s²
Resolution:	0.009576807m/s²

Generated by SensorData, Version1.5.2
Author: Vipul Lugade
Email: SensorDataHelp@gmail.com
Website: www.matlabgeeks.com

Time	X	Y	Z
1512060729380	-0.8479999899864197	1.0406999588012695	-0.8445999622344971
1512060729416	-0.6620999574661255	0.8772000074386597	-0.9120000004768372
1512060729431	-0.5267999768257141	0.8313999772071838	-0.9396999478340149
1512060729457	-0.43230000138282776	0.710099995136261	-0.8894999623298645
1512060729486	-0.335999995470047	0.6662999987602234	-0.8387999534606934
1512060729536	-0.20029999315738678	0.5848999619483948	-0.6313999891281128
1512060729553	-0.0989999994635582	0.5483999848365784	-0.307699978351593
1512060729566	-0.15619999170303345	0.4786999821662903	-0.06390000134706497
1512060729571	-0.06619999557733536	0.46209999918937683	0.09759999811649323
1512060729582	-0.06279999762773514	0.3750999867916107	0.17839999496936798
1512060729593	-0.032999999821186066	0.3296000063419342	0.18019999563694
1512060729604	-0.11299999803304672	0.3075999915599823	0.14729999005794525
1512060729610	-0.30140000581741333	0.31369999051094055	0.0
1512060729633	-0.287200003862381	0.3823999762535095	-0.2992999851703644
1512060729642	-0.19769999384880066	0.41169998049736023	-0.48069998621940613
1512060729655	-0.2272999882698059	0.37229999899864197	-0.5863999724388123
1512060729662	-0.06560000032186508	0.3732999861240387	-0.8097999691963196
1512060729683	0.0568000003695488	0.3668999969959259	-0.7562999725341797
1512060729687	0.14329999685287476	0.13570000231266022	-0.7450000047683716
1512060729696	0.2377999871969223	-0.013700000010430813	-0.7738999724388123
1512060729701	0.2505999803543091	-0.049300000071525574	-0.7229999899864197
1512060729722	0.33399999141693115	-0.05389999970793724	-0.7084000110626221
1512060729727	0.11180000007152557	0.04639999940991402	-0.7675999999046326
1512060729745	0.12999999523162842	-0.1282999962568283	-0.6692999601364136
1512060729751	0.03739999979734421	-0.23439998924732208	-0.7630999684333801
1512060729785	-0.09969999641180038	-0.07289999723434448	-0.7649999856948853
1512060729792	-0.18789999186992645	0.004900000058114529	-0.6863999962806702
1512060729801	-0.2303999960422516	0.00279999990016222	-0.8425999879837036
1512060729806	-0.5309999585151672	-0.004600000102072954	-0.9966999888420105
1512060729816	-0.5144000053405762	-0.051500000059604645	-1.0721999406814575
1512060729820	-0.4927999973297119	-0.09839999675750732	-0.8730999827384949
1512060729829	-0.8817999958992004	-0.16990000009536743	0.3018999993801117
1512060729834	-1.6335999965667725	0.1550000011920929	1.8293999433517456
1512060729843	-0.54339998960495	0.19749999046325684	1.515299916267395
