Trial:	Sub01BenchPress_geomagnetic_rotation_vector_t2.txt
Phone/Tablet Model:	HUAWEI BLN-L24
Sensor Information
Name:	huawei geomagnetic Rotation Vector
Maximum Range:	1.0 
Resolution:	5.9604645E-8 

Generated by SensorData, Version1.5.2
Author: Vipul Lugade
Email: SensorDataHelp@gmail.com
Website: www.matlabgeeks.com

Time	X*sin(θ/2)	Y*sin(θ/2)	Z*sin(θ/2)	cos(θ/2)
1512060772501	0.022996999323368073	-0.07300399988889694	-0.9189810156822205	0.38679900765419006
1512060772508	0.021067999303340912	-0.0737219974398613	-0.9193959832191467	0.3857850134372711
1512060772520	0.019663000479340553	-0.07463599741458893	-0.919746994972229	0.3848469853401184
1512060772528	0.018616000190377235	-0.07564099878072739	-0.9201679825782776	0.38369500637054443
1512060772542	0.01747800037264824	-0.0764869973063469	-0.9206719994544983	0.3823679983615875
1512060772548	0.015891000628471375	-0.076944999396801	-0.9213150143623352	0.3807950019836426
1512060772562	0.013832000084221363	-0.07738299667835236	-0.9220600128173828	0.3789770007133484
1512060772568	0.011555999517440796	-0.07782900333404541	-0.9229040145874023	0.3769040107727051
1512060772581	0.009266000241041183	-0.07850199937820435	-0.9237020015716553	0.3748660087585449
1512060772588	0.006889999844133854	-0.07965800166130066	-0.9244580268859863	0.3728039860725403
1512060772606	0.004875000100582838	-0.080765001475811	-0.9252150058746338	0.370714008808136
1512060772614	0.0035749999806284904	-0.08261299878358841	-0.9257670044898987	0.36893999576568604
1512060772625	0.0025770000647753477	-0.0853630006313324	-0.9261639714241028	0.36732301115989685
1512060772629	0.0017259999876841903	-0.08831600099802017	-0.9264919757843018	0.3657979965209961
1512060772642	0.0014130000490695238	-0.09214799851179123	-0.9266529679298401	0.36444398760795593
1512060772648	0.0015819999389350414	-0.09623599797487259	-0.9266989827156067	0.36326900124549866
1512060772661	0.002311999909579754	-0.09999100118875504	-0.9268140196800232	0.361954003572464
1512060772668	0.0036100000143051147	-0.10363999754190445	-0.9269310235977173	0.36061400175094604
1512060772681	0.0048699998296797276	-0.10694199800491333	-0.9271199703216553	0.35914701223373413
1512060772688	0.006364999804645777	-0.11022699624300003	-0.9273200035095215	0.3576110005378723
1512060772701	0.00811699964106083	-0.11305899918079376	-0.9275829792022705	0.3560050129890442
1512060772708	0.014391999691724777	-0.11389400064945221	-0.9278669953346252	0.35479798913002014
1512060772721	0.028571000322699547	-0.11296799778938293	-0.9277120232582092	0.35464298725128174
1512060772728	0.03463299944996834	-0.11287499964237213	-0.9280310273170471	0.3532939851284027
1512060772743	0.03177599981427193	-0.11432600021362305	-0.9287350177764893	0.35124000906944275
1512060772749	0.026481999084353447	-0.11633899807929993	-0.9294729828834534	0.34905898571014404
1512060772761	0.020563999190926552	-0.11922500282526016	-0.9298160076141357	0.34756898880004883
1512060772768	0.015162999741733074	-0.12290900200605392	-0.9298679828643799	0.3464210033416748
1512060772781	0.011374999769032001	-0.1261560022830963	-0.929768979549408	0.34566301107406616
1512060772788	0.009932000190019608	-0.1289750039577484	-0.9294530153274536	0.34551700949668884
1512060772801	0.010982000268995762	-0.13151000440120697	-0.9289770126342773	0.34581100940704346
1512060772808	0.013265999965369701	-0.13385899364948273	-0.9284369945526123	0.34627899527549744
1512060772821	0.015583000145852566	-0.13616900146007538	-0.927935004234314	0.34662699699401855
1512060772828	0.016330000013113022	-0.13909099996089935	-0.9274359941482544	0.3467690050601959
1512060772841	0.016315000131726265	-0.1419290006160736	-0.9270250201225281	0.3467180132865906
1512060772848	0.016161000356078148	-0.1446170061826706	-0.9266629815101624	0.34658199548721313
1512060772861	0.016133999451994896	-0.14678099751472473	-0.9264100193977356	0.3463499844074249
1512060772868	0.017527999356389046	-0.1497109979391098	-0.9259240031242371	0.346327006816864
1512060772881	0.017861999571323395	-0.151761993765831	-0.9257040023803711	0.34600600600242615
1512060772888	0.015761999413371086	-0.1521569937467575	-0.9260309934616089	0.34505799412727356
1512060772901	0.011966000311076641	-0.1511009931564331	-0.9267550110816956	0.34373000264167786
1512060772908	0.00735200010240078	-0.149508997797966	-0.927586019039154	0.34231099486351013
1512060772920	0.0021800000686198473	-0.14831499755382538	-0.9283390045166016	0.34085598587989807
1512060772928	-0.003449999960139394	-0.14814400672912598	-0.9289119839668274	0.3393569886684418
1512060772941	-0.00930000003427267	-0.14837400615215302	-0.929419994354248	0.33775198459625244
1512060772948	-0.015054999850690365	-0.1492840051651001	-0.929747998714447	0.336234986782074
1512060772961	-0.02400299906730652	-0.15252900123596191	-0.9298480153083801	0.3339749872684479
1512060772968	-0.04004500061273575	-0.1572059988975525	-0.9301049709320068	0.3295240104198456
1512060772981	-0.048427000641822815	-0.16147999465465546	-0.9300270080566406	0.32653799653053284
1512060772988	-0.04819300025701523	-0.1647460013628006	-0.9298830032348633	0.32534900307655334
1512060773001	-0.04367300122976303	-0.16863000392913818	-0.9294949769973755	0.32510700821876526
1512060773008	-0.039138998836278915	-0.17141200602054596	-0.9295009970664978	0.3242110013961792
1512060773021	-0.036132000386714935	-0.1736139953136444	-0.92985999584198	0.3223539888858795
1512060773028	-0.03530000150203705	-0.1766660064458847	-0.9303150177001953	0.31946298480033875
1512060773041	-0.03665599972009659	-0.18062399327754974	-0.9308480024337769	0.31551799178123474
1512060773048	-0.03964899852871895	-0.1851619929075241	-0.9313669800758362	0.3109610080718994
1512060773061	-0.04277399927377701	-0.1899469941854477	-0.9318689703941345	0.30611899495124817
1512060773068	-0.04549900069832802	-0.19525299966335297	-0.932200014591217	0.30134299397468567
1512060773083	-0.04758799821138382	-0.20069600641727448	-0.9325000047683716	0.29647600650787354
1512060773088	-0.049577999860048294	-0.20652300119400024	-0.9326760172843933	0.2915560007095337
