Trial:	Sub01ShoulderFly_game_rotation_vector_t2.txt
Phone/Tablet Model:	HUAWEI BLN-L24
Sensor Information
Name:	AOSP Game Rotation Vector Sensor
Maximum Range:	1.0 
Resolution:	5.9604645E-8 

Generated by SensorData, Version1.5.2
Author: Vipul Lugade
Email: SensorDataHelp@gmail.com
Website: www.matlabgeeks.com

Time	X*sin(θ/2)	Y*sin(θ/2)	Z*sin(θ/2)	cos(θ/2)
1512060268326	0.02108815684914589	-0.1356763243675232	-0.6939682960510254	0.7067922949790955
1512060268346	0.022772911936044693	-0.13652808964252472	-0.6924753189086914	0.7080391645431519
1512060268366	0.0245372224599123	-0.13679903745651245	-0.6914694905281067	0.7089104056358337
1512060268386	0.026797540485858917	-0.13662421703338623	-0.6905398368835449	0.7097679376602173
1512060268406	0.029638933017849922	-0.13628964126110077	-0.689465343952179	0.7107630968093872
1512060268426	0.03232300654053688	-0.13606685400009155	-0.6878262758255005	0.7122753262519836
1512060268446	0.034338295459747314	-0.1361187994480133	-0.6856474876403809	0.7142689228057861
1512060268466	0.03619714826345444	-0.136826753616333	-0.6831671595573425	0.7164153456687927
1512060268486	0.03787640482187271	-0.1383339911699295	-0.6808031797409058	0.71828693151474
1512060268506	0.03931363672018051	-0.14012925326824188	-0.6788686513900757	0.7196913957595825
1512060268527	0.04119561240077019	-0.14225931465625763	-0.6769476532936096	0.7209765911102295
1512060268546	0.04497366026043892	-0.14317214488983154	-0.6750016212463379	0.722393274307251
1512060268566	0.051546916365623474	-0.14243444800376892	-0.6724237203598022	0.7245010137557983
1512060268591	0.05718322843313217	-0.14193350076675415	-0.6696398258209229	0.7267513871192932
1512060268606	0.06189585477113724	-0.141631618142128	-0.6666663885116577	0.7291538715362549
1512060268626	0.06473919004201889	-0.14237673580646515	-0.6637042164802551	0.7314605116844177
1512060268646	0.06521332263946533	-0.14537954330444336	-0.6609861254692078	0.7332866787910461
1512060268666	0.06507211923599243	-0.1497979462146759	-0.6586208343505859	0.7345371246337891
1512060268686	0.06563706696033478	-0.1554516851902008	-0.656324028968811	0.7353675365447998
1512060268706	0.06686046719551086	-0.1617410033941269	-0.6542798280715942	0.7357223629951477
1512060268726	0.0688856765627861	-0.16860029101371765	-0.6522573232650757	0.7357915639877319
1512060268746	0.0702010989189148	-0.17534604668617249	-0.6502962708473206	0.735826313495636
1512060268766	0.069838747382164	-0.18202942609786987	-0.6488407254219055	0.7355226278305054
1512060268786	0.06298118829727173	-0.19000807404518127	-0.6483907103538513	0.7345201373100281
1512060268806	0.0493955984711647	-0.1981990784406662	-0.6488044857978821	0.733027994632721
1512060268826	0.037342917174100876	-0.20487378537654877	-0.6486706733703613	0.7320237159729004
1512060268846	0.026975097134709358	-0.20921015739440918	-0.6483352184295654	0.7315497398376465
1512060268866	0.01771507039666176	-0.21082757413387299	-0.6480723023414612	0.7316011786460876
1512060268886	0.010086657479405403	-0.21071939170360565	-0.6481846570968628	0.7316777110099792
1512060268906	0.002627219306305051	-0.2087269127368927	-0.6487175822257996	0.7318413257598877
1512060268926	-0.005137681029736996	-0.20521049201488495	-0.6494192481040955	0.7322000861167908
1512060268946	-0.012721408158540726	-0.2013416439294815	-0.6503595113754272	0.7323471307754517
1512060268966	-0.0194851141422987	-0.19785182178020477	-0.6515476107597351	0.7320933938026428
1512060268985	-0.025192273780703545	-0.19542396068572998	-0.6527690887451172	0.731482982635498
1512060269006	-0.030077487230300903	-0.19413627684116364	-0.6537020206451416	0.7308079600334167
1512060269026	-0.03254217654466629	-0.1977478265762329	-0.6541053056716919	0.7293717265129089
1512060269046	-0.032853227108716965	-0.20464183390140533	-0.6539837121963501	0.7275629043579102
1512060269066	-0.031407661736011505	-0.21399064362049103	-0.6535998582839966	0.7252784967422485
1512060269086	-0.028866248205304146	-0.22790229320526123	-0.6527074575424194	0.7219420075416565
1512060269107	-0.02646423503756523	-0.24595040082931519	-0.650987446308136	0.7176513075828552
1512060269126	-0.024408554658293724	-0.26820218563079834	-0.6481836438179016	0.7122709155082703
1512060269146	-0.022600170224905014	-0.29234781861305237	-0.6442848443984985	0.7063419818878174
1512060269166	-0.020775485783815384	-0.3175492584705353	-0.6391438245773315	0.7001614570617676
1512060269186	-0.01964253932237625	-0.3445007801055908	-0.6325041055679321	0.6934493184089661
1512060269205	-0.023112274706363678	-0.3747890591621399	-0.6243048906326294	0.6850128173828125
1512060269226	-0.02912656031548977	-0.4041629731655121	-0.6153658032417297	0.6761131286621094
1512060269246	-0.038140151649713516	-0.43417003750801086	-0.6047062277793884	0.6666125059127808
1512060269266	-0.04821619763970375	-0.46300894021987915	-0.5928139090538025	0.6571677923202515
1512060269286	-0.06009092554450035	-0.4910013675689697	-0.5799551010131836	0.6472703814506531
1512060269306	-0.07549183815717697	-0.517880380153656	-0.5657376646995544	0.637214183807373
1512060269326	-0.0913408100605011	-0.5406168699264526	-0.5519708395004272	0.6282663345336914
1512060269346	-0.10896318405866623	-0.5623396635055542	-0.5358833074569702	0.6202662587165833
1512060269366	-0.12264837324619293	-0.5791478157043457	-0.5221083760261536	0.6139609813690186
1512060269387	-0.13846829533576965	-0.5947453379631042	-0.5080393552780151	0.6074541211128235
1512060269406	-0.15903320908546448	-0.608203113079071	-0.4934876263141632	0.6010552048683167
1512060269426	-0.1775750070810318	-0.6188184022903442	-0.47941282391548157	0.5964011549949646
1512060269446	-0.1949044167995453	-0.6268270015716553	-0.466264933347702	0.5930406451225281
1512060269466	-0.21263468265533447	-0.6328765749931335	-0.4534685015678406	0.5904406309127808
1512060269486	-0.23245754837989807	-0.6368523240089417	-0.44079655408859253	0.5882864594459534
1512060269506	-0.2503492832183838	-0.6393001079559326	-0.42864084243774414	0.5872714519500732
1512060269526	-0.2668808698654175	-0.6404610872268677	-0.41701430082321167	0.5870972871780396
1512060269546	-0.2817309498786926	-0.6408697962760925	-0.4057565927505493	0.5876013040542603
1512060269566	-0.29504045844078064	-0.6410843133926392	-0.39492717385292053	0.5882130861282349
1512060269586	-0.30734530091285706	-0.6418018341064453	-0.38443776965141296	0.588079035282135
1512060269606	-0.31912362575531006	-0.6437176465988159	-0.37396135926246643	0.586464524269104
1512060269626	-0.32905128598213196	-0.645648717880249	-0.36459633708000183	0.5847499370574951
1512060269646	-0.3373348116874695	-0.6478439569473267	-0.356319397687912	0.5827004909515381
1512060269666	-0.3441312909126282	-0.6505353450775146	-0.34891536831855774	0.5802029371261597
1512060269686	-0.35028955340385437	-0.6538451313972473	-0.3420271575450897	0.5768892765045166
1512060269706	-0.3557889759540558	-0.6573193073272705	-0.33592960238456726	0.5731465816497803
1512060269726	-0.3606080114841461	-0.6612899303436279	-0.3302822411060333	0.5688332319259644
1512060269746	-0.36588677763938904	-0.666225016117096	-0.3247288167476654	0.5628697872161865
1512060269766	-0.3723991811275482	-0.6720043420791626	-0.3187578320503235	0.5550878643989563
1512060269786	-0.3797776997089386	-0.6775305271148682	-0.3133692741394043	0.5463708639144897
1512060269806	-0.3876616954803467	-0.6824373602867126	-0.3087193965911865	0.5372989177703857
1512060269826	-0.39710110425949097	-0.6860570311546326	-0.3045738637447357	0.5280827283859253
1512060269846	-0.40890881419181824	-0.6875115036964417	-0.30124643445014954	0.5190106630325317
1512060269866	-0.4230782389640808	-0.6868682503700256	-0.2986529767513275	0.5099248290061951
1512060269887	-0.4385923147201538	-0.6849884390830994	-0.2962740659713745	0.5006488561630249
1512060269906	-0.4554190933704376	-0.6824519634246826	-0.2939049005508423	0.49038028717041016
1512060269926	-0.4728027880191803	-0.6795943379402161	-0.2915876805782318	0.4791510999202728
1512060269946	-0.49024099111557007	-0.6767510771751404	-0.28905826807022095	0.4670301079750061
1512060269966	-0.5074419975280762	-0.6739780306816101	-0.2863854765892029	0.4541361629962921
1512060269986	-0.5240470767021179	-0.6715657711029053	-0.2835911810398102	0.44039788842201233
1512060270006	-0.5395699143409729	-0.6694457530975342	-0.2806226909160614	0.4265649914741516
1512060270026	-0.5534729957580566	-0.6675420999526978	-0.2776123285293579	0.4135054051876068
1512060270046	-0.5645782351493835	-0.6665657758712769	-0.27440178394317627	0.40205127000808716
1512060270066	-0.5730102062225342	-0.6666458249092102	-0.2710820734500885	0.3921188414096832
1512060270086	-0.5786212682723999	-0.6681231260299683	-0.2676343023777008	0.38364145159721375
1512060270106	-0.5819001793861389	-0.6706541180610657	-0.264107346534729	0.37664657831192017
1512060270126	-0.5832192897796631	-0.6739603877067566	-0.2605327069759369	0.3711542785167694
1512060270146	-0.5820018649101257	-0.6782079339027405	-0.2570480704307556	0.3677419424057007
1512060270166	-0.5785968899726868	-0.6830718517303467	-0.2538621127605438	0.3663230836391449
1512060270187	-0.5741152167320251	-0.6879793405532837	-0.25112390518188477	0.36607789993286133
1512060270205	-0.5692532658576965	-0.6926679611206055	-0.24879732728004456	0.36641737818717957
1512060270226	-0.5638671517372131	-0.6972005367279053	-0.24679479002952576	0.36750203371047974
1512060270246	-0.557548999786377	-0.7016697525978088	-0.24520531296730042	0.3696931302547455
1512060270266	-0.5508919954299927	-0.7060962915420532	-0.24408654868602753	0.3719784617424011
1512060270286	-0.5445427894592285	-0.7103452682495117	-0.2434396594762802	0.37365758419036865
1512060270306	-0.53916996717453	-0.7142471075057983	-0.24320578575134277	0.37416285276412964
1512060270326	-0.534635066986084	-0.7179785966873169	-0.24348051846027374	0.37334904074668884
1512060270346	-0.5304600596427917	-0.7216314673423767	-0.24466077983379364	0.37148529291152954
1512060270366	-0.5269392728805542	-0.7250439524650574	-0.24517722427845	0.3695058822631836
1512060270386	-0.5238745808601379	-0.728463888168335	-0.24593433737754822	0.3666226863861084
1512060270406	-0.5211091637611389	-0.7322331666946411	-0.2469908595085144	0.36231961846351624
1512060270425	-0.5187082290649414	-0.7358599305152893	-0.24832302331924438	0.35747411847114563
1512060270446	-0.5159017443656921	-0.7398146986961365	-0.250287801027298	0.351959764957428
1512060270466	-0.5126919746398926	-0.7440489530563354	-0.252782940864563	0.34588855504989624
1512060270486	-0.5089932680130005	-0.749061644077301	-0.25583404302597046	0.3382032811641693
1512060270507	-0.5049697160720825	-0.7546640038490295	-0.25940459966659546	0.32893332839012146
1512060270525	-0.5000943541526794	-0.7613635063171387	-0.2635868489742279	0.31741657853126526
1512060270546	-0.4941224157810211	-0.7694646120071411	-0.2681730389595032	0.30306875705718994
1512060270566	-0.48570212721824646	-0.7797604203224182	-0.2732478082180023	0.28531208634376526
1512060270586	-0.4745974838733673	-0.7919964790344238	-0.2785770893096924	0.2643742263317108
1512060270606	-0.4573187232017517	-0.8077359795570374	-0.28482845425605774	0.23936384916305542
1512060270626	-0.43363216519355774	-0.826034665107727	-0.29126083850860596	0.2116527110338211
1512060270646	-0.398298978805542	-0.847618579864502	-0.29873818159103394	0.18345588445663452
1512060270666	-0.348006933927536	-0.8717628717422485	-0.3068864643573761	0.1572936475276947
1512060270686	-0.2769232392311096	-0.8968150019645691	-0.31622689962387085	0.13797499239444733
1512060270706	-0.18844017386436462	-0.9173794388771057	-0.326413094997406	0.12790600955486298
1512060270726	-0.09468906372785568	-0.9284400343894958	-0.33671697974205017	0.12511968612670898
1512060270746	-0.0062238844111561775	-0.9292916655540466	-0.3469357192516327	0.12654632329940796
1512060270766	0.07064725458621979	-0.9217250943183899	-0.35831037163734436	0.1305582970380783
1512060270786	0.13422973453998566	-0.908690333366394	-0.37108278274536133	0.1362418383359909
1512060270806	0.18499217927455902	-0.8938619494438171	-0.3830028474330902	0.141765758395195
1512060270826	0.22489026188850403	-0.8797670006752014	-0.3924751281738281	0.14627975225448608
1512060270846	0.2527899444103241	-0.8685396313667297	-0.39935433864593506	0.14917215704917908
1512060270865	0.265745609998703	-0.863031268119812	-0.4028069078922272	0.14934197068214417
1512060270885	0.2624366581439972	-0.8646551370620728	-0.40271106362342834	0.14602161943912506
1512060270906	0.24458198249340057	-0.8723089694976807	-0.3996598422527313	0.1397450715303421
1512060270926	0.21399879455566406	-0.8837421536445618	-0.3949454128742218	0.1312350183725357
1512060270946	0.17437811195850372	-0.896173357963562	-0.389689564704895	0.12086182832717896
1512060270966	0.1287706345319748	-0.9081397652626038	-0.3831467628479004	0.10908177495002747
1512060270986	0.08270231634378433	-0.9173312783241272	-0.3765891492366791	0.09921885281801224
1512060271006	0.036410845816135406	-0.9231244325637817	-0.3709374964237213	0.09445078670978546
1512060271026	-0.017722945660352707	-0.9269207119941711	-0.36129260063171387	0.09985803812742233
1512060271046	-0.07071960717439651	-0.9268797039985657	-0.35437220335006714	0.1015537679195404
1512060271066	-0.11995290964841843	-0.9239774942398071	-0.3478899300098419	0.1041613221168518
1512060271085	-0.1661602407693863	-0.9189567565917969	-0.34099316596984863	0.10785593092441559
1512060271106	-0.20901671051979065	-0.9117447137832642	-0.33445337414741516	0.11478054523468018
1512060271126	-0.24746336042881012	-0.9030623435974121	-0.3285668194293976	0.12362907826900482
